Rk,Player,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
552,Ferjani Sassi,"MF,DF",tn Tunisia,30,1992,0.5,1,0,0,1,1,0,0,1,0,0,0,0,5,2,0,100.0,Matches
553,Fabian Schär,DF,ch Switzerland,30,1991,1.5,2,0,0,1,2,0,0,2,1,0,0,0,7,4,4,50.0,Matches
554,Nico Schlotterbeck,DF,de Germany,22,1999,1.0,0,0,0,1,1,0,0,1,3,0,0,0,10,2,0,100.0,Matches
555,Kasper Schmeichel,GK,dk Denmark,35,1986,3.0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,100.0,Matches
556,Haris Seferović,FW,ch Switzerland,30,1992,0.8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0,Matches
557,Alidu Seidu,DF,gh Ghana,22,2000,1.7,2,0,0,5,5,0,6,0,4,0,0,0,6,1,0,100.0,Matches
558,Antoine Semenyo,"FW,MF",gh Ghana,22,2000,0.2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,20.0,Matches
559,Kim Seung-gyu,GK,kr Korea Republic,31,1990,4.0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,2,0.0,Matches
560,Paik Seung-ho,MF,kr Korea Republic,25,1997,0.3,0,0,0,1,0,0,0,0,2,0,0,0,4,1,0,100.0,Matches
561,Yasser Al-Shahrani,DF,sa Saudi Arabia,30,1992,1.0,0,0,0,1,0,0,1,6,1,0,0,0,5,0,0,,Matches
562,Xherdan Shaqiri,"FW,MF",ch Switzerland,30,1991,2.5,0,0,0,2,6,0,15,0,0,0,0,0,6,1,4,20.0,Matches
563,Riyadh Sharahili,MF,sa Saudi Arabia,29,1993,0.6,0,0,0,4,0,0,0,2,0,0,0,0,3,1,1,50.0,Matches
564,Luke Shaw,DF,eng England,26,1995,4.7,0,0,0,5,4,0,22,4,1,0,0,0,21,3,9,25.0,Matches
565,Saad Al Sheeb,GK,qa Qatar,32,1990,1.0,1,0,0,1,1,0,0,0,0,0,1,0,3,1,0,100.0,Matches
566,Saleh Al-Shehri,FW,sa Saudi Arabia,28,1993,2.5,1,0,0,6,5,0,1,0,1,1,0,0,7,6,7,46.2,Matches
567,André Silva,FW,pt Portugal,26,1995,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,33.3,Matches
568,António Silva,DF,pt Portugal,18,2003,1.0,0,0,0,2,0,0,0,1,1,0,0,0,4,2,4,33.3,Matches
569,Bernardo Silva,MF,pt Portugal,27,1994,4.0,0,0,0,1,2,0,5,2,2,0,0,0,32,1,2,33.3,Matches
570,Thiago Silva,DF,br Brazil,37,1984,4.3,0,0,0,2,3,0,1,5,1,0,0,0,17,6,4,60.0,Matches
571,Unai Simón,GK,es Spain,25,1997,4.3,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,100.0,Matches
572,Xavi Simons,"FW,MF",nl Netherlands,19,2003,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,100.0,Matches
573,Ellyes Skhiri,MF,tn Tunisia,27,1995,3.0,0,0,0,3,2,0,2,7,3,0,0,0,18,1,0,100.0,Matches
574,Michał Skóraś,MF,pl Poland,22,2000,0.5,0,0,0,1,2,0,0,1,0,0,0,0,1,1,0,100.0,Matches
575,Andreas Skov Olsen,"FW,MF",dk Denmark,22,1999,1.5,0,0,0,2,1,0,4,1,0,0,0,0,3,1,2,33.3,Matches
576,Robert Skov,DF,dk Denmark,26,1996,0.2,1,0,0,1,0,0,5,0,0,0,0,0,2,0,1,0.0,Matches
577,Naïm Sliti,"MF,FW",tn Tunisia,29,1992,1.3,0,0,0,0,3,2,13,0,1,0,0,0,8,1,1,50.0,Matches
578,Carlos Soler,MF,es Spain,25,1997,1.0,0,0,0,0,1,0,3,0,0,0,0,0,3,0,1,0.0,Matches
579,Yuki Soma,"FW,MF",jp Japan,25,1997,0.9,0,0,0,2,3,0,6,0,0,0,0,0,2,0,0,,Matches
580,Yann Sommer,GK,ch Switzerland,33,1988,3.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0.0,Matches
581,Borna Sosa,DF,hr Croatia,24,1998,4.7,0,0,0,4,2,0,21,2,6,0,0,0,14,4,4,50.0,Matches
582,Harry Souttar,DF,au Australia,23,1998,4.0,0,0,0,1,1,0,0,6,0,0,0,0,17,14,7,66.7,Matches
583,Djibril Sow,MF,ch Switzerland,25,1997,2.9,0,0,0,2,7,0,1,2,1,0,0,0,9,1,2,33.3,Matches
584,Josip Stanišić,DF,hr Croatia,22,2000,1.0,0,0,0,1,2,0,1,1,3,0,0,0,4,1,0,100.0,Matches
585,Renato Steffen,FW,ch Switzerland,30,1991,0.4,0,0,0,0,1,1,0,0,0,0,0,0,5,0,1,0.0,Matches
586,Raheem Sterling,FW,eng England,27,1994,1.7,0,0,0,0,2,1,2,1,1,0,0,0,8,1,1,50.0,Matches
587,John Stones,DF,eng England,28,1994,4.8,0,0,0,4,3,0,0,1,2,0,1,0,17,6,4,60.0,Matches
588,Luis Suárez,FW,uy Uruguay,35,1987,1.6,1,0,0,0,6,1,0,0,0,0,0,0,3,2,4,33.3,Matches
589,Niklas Süle,DF,de Germany,26,1995,3.0,0,0,0,0,2,0,1,0,4,0,0,0,17,6,3,66.7,Matches
590,Kamaldeen Sulemana,FW,gh Ghana,20,2002,0.6,1,0,0,2,2,0,4,0,0,0,0,0,0,2,1,66.7,Matches
591,Josip Šutalo,DF,hr Croatia,22,2000,1.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0.0,Matches
592,Karol Świderski,FW,pl Poland,25,1997,0.5,0,0,0,0,1,0,0,2,1,0,0,0,3,1,1,50.0,Matches
593,Wojciech Szczęsny,GK,pl Poland,32,1990,4.0,0,0,0,1,1,0,0,0,0,0,1,0,4,2,0,100.0,Matches
594,Damian Szymański,MF,pl Poland,26,1995,0.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,Matches
595,Sebastian Szymański,MF,pl Poland,23,1999,1.5,0,0,0,1,3,0,3,2,3,0,0,0,6,1,5,16.7,Matches
596,Dušan Tadić,"MF,FW",rs Serbia,33,1988,2.9,0,0,0,7,4,1,17,1,2,0,0,0,10,0,0,,Matches
597,Nicolás Tagliafico,DF,ar Argentina,29,1992,4.1,0,0,0,6,6,1,1,9,7,0,0,0,12,4,1,80.0,Matches
598,Montassar Talbi,DF,tn Tunisia,24,1998,3.0,0,0,0,4,2,0,0,2,2,0,0,0,16,8,9,47.1,Matches
599,Hassan Al Tambakti,DF,sa Saudi Arabia,23,1999,2.0,1,0,0,2,5,0,0,3,2,0,0,0,9,1,1,50.0,Matches
600,Ao Tanaka,MF,jp Japan,23,1998,1.9,0,0,0,1,1,0,2,3,1,0,0,0,9,3,1,75.0,Matches
601,Shogo Taniguchi,DF,jp Japan,30,1991,2.3,1,0,0,3,0,0,0,1,0,0,0,0,8,8,3,72.7,Matches
602,Mehdi Taremi,FW,ir IR Iran,29,1992,3.0,0,0,0,5,4,1,0,2,3,0,0,0,13,5,7,41.7,Matches
603,Kenneth Taylor,MF,nl Netherlands,20,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
604,Aurélien Tchouaméni,MF,fr France,22,2000,6.9,1,0,0,8,10,0,3,14,4,0,1,0,44,5,2,71.4,Matches
605,Yeltsin Tejeda,MF,cr Costa Rica,30,1992,3.0,0,0,0,0,2,0,0,1,2,0,0,0,14,4,2,66.7,Matches
606,Alex Telles,DF,br Brazil,29,1992,0.7,0,0,0,1,0,0,3,0,2,0,0,0,1,1,1,50.0,Matches
607,Sorba Thomas,MF,wls Wales,22,1999,0.0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,,Matches
608,Marcus Thuram,"FW,MF",fr France,24,1997,1.7,1,0,0,3,5,1,1,0,2,0,0,0,8,8,9,47.1,Matches
609,Youri Tielemans,MF,be Belgium,25,1997,1.1,0,0,0,2,1,0,1,2,1,0,0,0,9,2,1,66.7,Matches
610,Jurriën Timber,DF,nl Netherlands,20,2001,4.3,1,0,0,17,4,0,1,10,6,0,0,0,30,4,3,57.1,Matches
611,Karl Toko Ekambi,"FW,MF",cm Cameroon,29,1992,1.8,0,0,0,0,3,0,3,2,1,0,0,0,8,1,4,20.0,Matches
612,Nouhou Tolo,DF,cm Cameroon,24,1997,3.0,1,0,0,3,1,0,7,6,5,0,0,0,17,4,3,57.1,Matches
613,Takehiro Tomiyasu,"DF,MF",jp Japan,23,1998,2.1,0,0,0,1,0,0,0,0,0,0,0,0,12,6,4,60.0,Matches
614,Mehdi Torabi,MF,ir IR Iran,27,1994,0.7,0,0,0,0,0,0,1,2,0,0,0,0,6,0,1,0.0,Matches
615,Félix Torres Caicedo,DF,ec Ecuador,25,1997,3.0,0,0,0,1,0,0,0,4,2,0,0,0,17,9,4,69.2,Matches
616,Ferrán Torres,FW,es Spain,22,2000,2.4,0,0,0,1,5,2,9,0,0,0,0,0,8,0,3,0.0,Matches
617,Gerson Torres,MF,cr Costa Rica,24,1997,0.7,0,0,0,1,8,0,0,0,0,0,0,0,4,0,0,,Matches
618,Pau Torres,DF,es Spain,25,1997,1.0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,1,50.0,Matches
619,Kieran Trippier,DF,eng England,31,1990,2.3,0,0,0,1,0,0,10,1,4,0,0,0,11,4,1,80.0,Matches
620,Leandro Trossard,"FW,MF",be Belgium,27,1994,1.1,0,0,0,0,2,0,2,0,1,0,0,0,7,0,0,,Matches
621,Matt Turner,GK,us United States,27,1994,4.0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,,Matches
622,Ayase Ueda,FW,jp Japan,23,1998,0.5,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,100.0,Matches
623,Hwang Ui-jo,"FW,MF",kr Korea Republic,29,1992,1.2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,12,7.7,Matches
624,Dayot Upamecano,DF,fr France,23,1998,5.3,0,0,0,4,3,0,0,6,7,0,1,0,33,7,7,50.0,Matches
625,Enner Valencia,"FW,MF",ec Ecuador,32,1989,2.8,0,0,0,3,7,2,3,1,0,1,0,0,8,2,8,20.0,Matches
626,Federico Valverde,MF,uy Uruguay,23,1998,3.0,0,0,0,6,2,0,7,5,4,0,0,0,19,1,3,25.0,Matches
627,Virgil van Dijk,DF,nl Netherlands,30,1991,5.3,0,0,0,5,2,0,0,4,1,0,0,0,31,13,8,61.9,Matches
628,Raphaël Varane,DF,fr France,29,1993,5.8,0,0,0,1,1,1,1,6,0,0,0,0,17,4,5,44.4,Matches
629,Guillermo Varela,DF,uy Uruguay,29,1993,2.0,0,0,0,3,8,0,7,3,2,0,0,0,8,1,2,33.3,Matches
630,Ruben Vargas,FW,ch Switzerland,23,1998,3.2,1,0,0,4,2,1,15,1,0,0,0,0,11,3,6,33.3,Matches
631,Matías Vecino,MF,uy Uruguay,30,1991,2.2,0,0,0,4,0,0,1,4,3,0,0,0,18,3,3,50.0,Matches
632,Alexis Vega,FW,mx Mexico,24,1997,2.1,0,0,0,2,6,4,6,1,0,0,0,0,16,1,5,16.7,Matches
633,Miloš Veljković,DF,rs Serbia,26,1995,2.5,0,0,0,1,0,0,0,0,1,0,0,0,12,2,1,66.7,Matches
634,Johan Venegas,"FW,MF",cr Costa Rica,33,1988,0.8,0,0,0,1,1,2,1,0,0,0,0,0,1,0,2,0.0,Matches
635,Jordan Veretout,MF,fr France,29,1993,0.7,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0.0,Matches
636,Jan Vertonghen,DF,be Belgium,35,1987,3.0,0,0,0,0,6,0,0,5,0,0,0,0,15,11,5,68.8,Matches
637,Matías Viña,DF,uy Uruguay,24,1997,0.2,0,0,0,1,0,0,2,0,3,0,0,0,1,0,0,,Matches
638,Vitinha,MF,pt Portugal,22,2000,1.3,1,0,0,1,3,0,2,1,2,0,0,0,4,0,1,0.0,Matches
639,Steven Vitória,DF,ca Canada,35,1987,3.0,1,0,0,6,5,0,0,0,3,0,0,0,18,4,2,66.7,Matches
640,Dušan Vlahović,FW,rs Serbia,22,2000,0.9,0,0,0,0,2,0,0,0,0,0,0,0,3,2,2,50.0,Matches
641,Nikola Vlašić,"FW,MF",hr Croatia,24,1997,2.3,0,0,0,4,6,0,4,1,1,0,0,0,10,2,6,25.0,Matches
642,Mohammed Waad,"MF,DF",qa Qatar,22,1999,0.3,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,,Matches
643,Kyle Walker,DF,eng England,32,1990,2.6,0,0,0,3,3,0,2,3,1,0,0,0,10,4,2,66.7,Matches
644,Danny Ward,GK,wls Wales,28,1993,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
645,Kendall Waston,DF,cr Costa Rica,34,1988,2.5,0,0,0,1,0,0,0,5,4,0,0,0,10,4,3,57.1,Matches
646,Timothy Weah,FW,us United States,22,2000,3.5,0,0,0,1,1,2,8,0,0,0,0,0,10,2,3,40.0,Matches
647,Wout Weghorst,FW,nl Netherlands,29,1992,0.7,1,0,0,5,1,1,0,0,0,0,0,0,2,2,2,50.0,Matches
648,Wéverton,GK,br Brazil,34,1987,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
649,Silvan Widmer,DF,ch Switzerland,29,1993,2.9,1,0,0,4,2,0,2,2,6,0,0,0,13,3,1,75.0,Matches
650,Iñaki Williams,FW,gh Ghana,27,1994,3.0,0,0,0,4,3,1,1,0,2,0,0,0,9,1,3,25.0,Matches
651,Neco Williams,DF,wls Wales,21,2001,2.3,0,0,0,3,5,0,5,4,3,0,0,0,16,2,1,66.7,Matches
652,Nico Williams,FW,es Spain,19,2002,1.6,0,0,0,0,1,1,6,0,2,0,0,0,7,1,2,33.3,Matches
653,Callum Wilson,FW,eng England,30,1992,0.5,0,0,0,0,2,0,0,0,0,0,0,0,3,1,0,100.0,Matches
654,Harry Wilson,"MF,FW",wls Wales,25,1997,1.8,0,0,0,1,2,0,9,1,2,0,0,0,10,1,2,33.3,Matches
655,Roan Wilson,MF,cr Costa Rica,20,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
656,Axel Witsel,MF,be Belgium,33,1989,3.0,0,0,0,5,4,0,0,4,2,0,0,0,12,4,2,66.7,Matches
657,Jeong Woo-yeong,MF,kr Korea Republic,22,1999,0.5,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,,Matches
658,Jung Woo-young,MF,kr Korea Republic,32,1989,3.4,2,0,0,11,0,0,1,3,4,0,1,0,24,6,2,75.0,Matches
659,Christopher Wooh,DF,cm Cameroon,20,2001,1.0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,,Matches
660,David Wotherspoon,MF,ca Canada,32,1990,0.2,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,,Matches
661,Bailey Wright,DF,au Australia,29,1992,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,25.0,Matches
662,Haji Wright,FW,us United States,24,1998,1.5,0,0,0,1,3,1,1,0,0,0,0,0,4,6,7,46.2,Matches
663,Granit Xhaka,MF,ch Switzerland,29,1992,4.0,1,0,0,5,4,0,0,2,4,0,0,0,21,7,5,58.3,Matches
664,Miki Yamane,"DF,MF",jp Japan,28,1993,0.7,1,0,0,2,1,0,2,2,0,0,0,0,5,0,1,0.0,Matches
665,Jawad El Yamiq,DF,ma Morocco,30,1992,3.4,0,0,0,1,4,0,0,5,2,0,0,0,20,6,1,85.7,Matches
666,Taha Yassine Khenissi,FW,tn Tunisia,30,1992,0.3,1,0,0,3,1,0,0,0,0,0,0,0,0,1,2,33.3,Matches
667,DeAndre Yedlin,DF,us United States,28,1993,0.4,0,0,0,2,0,0,4,0,1,0,0,0,1,1,0,100.0,Matches
668,Maya Yoshida,DF,jp Japan,33,1988,4.3,1,0,0,3,4,0,0,3,4,0,0,0,30,10,7,58.8,Matches
669,Kim Young-gwon,DF,kr Korea Republic,32,1990,3.9,1,0,0,1,2,0,1,3,2,0,0,0,13,6,2,75.0,Matches
670,Cho Yumin,FW,kr Korea Republic,25,1996,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
671,Denis Zakaria,MF,ch Switzerland,25,1996,0.7,0,0,0,1,2,0,0,3,0,0,0,0,5,1,2,33.3,Matches
672,Nicola Zalewski,MF,pl Poland,20,2002,0.7,0,0,0,1,2,0,1,0,0,0,0,0,5,0,1,0.0,Matches
673,Andre-Frank Zambo Anguissa,MF,cm Cameroon,26,1995,2.9,0,0,0,6,4,0,2,5,0,0,0,0,16,4,0,100.0,Matches
674,Álvaro Zamora,MF,cr Costa Rica,20,2002,0.3,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0.0,Matches
675,Anass Zaroury,FW,ma Morocco,21,2000,0.3,0,0,0,0,0,1,3,0,0,0,0,0,3,0,0,,Matches
676,Piotr Zieliński,"MF,FW",pl Poland,28,1994,3.6,0,0,0,4,2,0,16,1,5,0,0,0,17,0,2,0.0,Matches
677,Walker Zimmerman,DF,us United States,29,1993,3.1,0,0,0,3,0,0,0,4,2,0,1,0,17,8,5,61.5,Matches
678,Andrija Živković,DF,rs Serbia,25,1996,2.3,0,0,0,2,4,0,8,3,3,0,0,0,11,2,2,50.0,Matches
679,Hakim Ziyech,FW,ma Morocco,29,1993,7.1,0,0,0,12,7,2,30,10,7,0,0,0,29,3,6,33.3,Matches
680,Filip Đuričić,"MF,FW",rs Serbia,30,1992,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,66.7,Matches
